,Location,region,"('%_death_probability_both', '')","('%_death_probability_male', '')","('%_death_probability_female', '')","('alcohol_per_capita_both', '')_x","('alcohol_per_capita_male', '')_x","('alcohol_per_capita_female', '')_x","('alcohol_per_capita_both', '')","('alcohol_per_capita_male', '')","('alcohol_per_capita_female', '')","('%_tobacco_both', '')","('%_tobacco_male', '')","('%_tobacco_female', '')","('%_water', '')","('%_h_w_facilities', '')","('%_doctors', '')","('%_suicide_rate_both', '')","('%_suicide_rate_male', '')","('%_suicide_rate_female', '')","('%_adolescent_birth_rate', '')","('%_w_got_abused', '')","('%_infant_mortality_both', '')","('%_infant_mortality_male', '')","('%_infant_mortality_female', '')","('%_birth_attend_skilled', '')"
170,Syrian Arab Republic,Eastern Mediterranean,22.1,25.639999999999997,18.52,0.694,1.204,0.1808,0.694,1.204,0.1808,,,,92.63777777777779,70.52333333333333,0.14202142857142858,0.001675,0.002625,0.000725,4.283333333333333,,5.252402985074627,5.49910447761194,5.049835820895522,93.85
171,Tajikistan,Europe,26.28,29.1,23.32,2.854,4.846,0.8859999999999999,2.854,4.846,0.8859999999999999,,,,59.300000000000004,75.81138888888889,0.212472,0.002725,0.00395,0.00145,4.575,17.425,7.119479166666667,7.802979166666667,6.439166666666666,86.40666666666667
172,United Republic of Tanzania,Africa,18.74,19.259999999999998,18.32,9.88,16.5,3.5799999999999996,9.88,16.5,3.5799999999999996,16.299999999999997,28.5,4.1,28.953888888888887,50.37,0.003225,0.005775000000000001,0.00825,0.003325,12.45,28.9875,,,,56.2
173,Thailand,South-East Asia,16.36,19.9,13.12,7.534000000000001,12.174000000000001,3.1700000000000004,7.534000000000001,12.174000000000001,3.1700000000000004,25.61111111111111,47.333333333333336,3.8777777777777778,95.83944444444444,83.92166666666668,0.036611111111111115,0.01445,0.02245,0.006725,4.546111111111111,,5.083642857142857,5.490228571428571,4.638942857142857,98.86
174,Togo,Africa,24.32,24.98,23.7,2.398,3.8240000000000003,1.002,2.398,3.8240000000000003,1.002,8.899999999999999,15.200000000000001,2.566666666666667,39.016666666666666,11.261190476190476,0.0071875,0.009600000000000001,0.012875000000000001,0.006375,7.691666666666667,12.425,,,,54.220000000000006
175,Tonga,Western Pacific,24.580000000000002,30.46,19.080000000000002,1.378,2.3,0.48200000000000004,1.378,2.3,0.48200000000000004,31.08888888888889,49.27777777777778,12.899999999999999,98.50333333333333,,0.0484,0.003525,0.0041,0.002925,2.0783333333333336,20.342857142857145,,,,96.84166666666665
176,Trinidad and Tobago,Americas,24.34,28.119999999999997,20.72,6.25,9.826,2.7979999999999996,6.25,9.826,2.7979999999999996,,,,95.53888888888889,89.45333333333332,0.1509,0.013825,0.0223,0.0055,3.5780000000000003,7.062857142857142,,,,99.54615384615384
177,Tunisia,Eastern Mediterranean,17.5,22.0,12.98,1.666,2.93,0.44800000000000006,1.666,2.93,0.44800000000000006,30.200000000000003,56.58888888888889,3.8000000000000003,78.58166666666666,82.49,0.08828695652173914,0.003525,0.004875,0.002225,0.6288888888888889,,,,,89.23333333333333
178,Turkey,Europe,18.64,24.52,13.040000000000001,2.2039999999999997,3.8939999999999997,0.608,2.2039999999999997,3.8939999999999997,0.608,31.15555555555555,45.75555555555556,16.522222222222222,94.59611111111111,,0.14356785714285714,0.007625000000000001,0.01205,0.003325,3.4270588235294115,12.0,,,,96.53999999999999
179,Turkmenistan,Europe,32.14,39.160000000000004,25.56,4.95,8.446000000000002,1.65,4.95,8.446000000000002,1.65,,,,89.48,86.21944444444445,0.27302666666666664,0.0089,0.013975,0.00395,2.30125,,,,,98.89999999999999
180,Tuvalu,Western Pacific,,,,1.834,3.024,0.6060000000000001,1.834,3.024,0.6060000000000001,52.98888888888889,72.25555555555555,33.74444444444444,98.1129411764706,,0.09374,,,,3.245,25.0,,,,97.7
181,Uganda,Africa,23.439999999999998,25.28,21.919999999999998,14.052000000000001,22.816,5.656000000000001,14.052000000000001,22.816,5.656000000000001,14.022222222222222,21.577777777777776,6.444444444444445,29.57,14.233888888888888,0.01128,0.0105,0.0107,0.01035,15.25,29.3625,,,,57.833333333333336
182,Ukraine,Europe,29.96,41.32,20.22,11.304,18.784,5.086,11.304,18.784,5.086,29.555555555555557,47.5,11.588888888888889,94.00333333333333,,0.31899333333333335,0.030400000000000003,0.0545,0.00955,2.838235294117647,8.9625,,,,99.75333333333334
183,United Arab Emirates,Eastern Mediterranean,18.48,18.86,17.36,3.412,4.282,0.7060000000000001,3.412,4.282,0.7060000000000001,19.288888888888888,37.599999999999994,0.9444444444444444,96.06722222222223,,0.18321578947368422,0.003025,0.003925,0.000875,2.3941666666666666,,,,,99.92500000000001
184,United Kingdom of Great Britain and Northern Ireland,Europe,12.98,15.580000000000002,10.440000000000001,12.468,19.346,5.954,12.468,19.346,5.954,24.211111111111112,25.744444444444444,22.700000000000003,100.0,,0.2247310344827586,0.00845,0.012674999999999999,0.004425,2.2344444444444442,6.0,,,,
185,United States of America,Americas,15.48,18.580000000000002,12.540000000000001,9.546,14.824000000000002,4.476,9.546,14.824000000000002,4.476,27.27777777777778,33.21111111111111,21.322222222222223,97.74777777777778,,0.25154375,0.01285,0.02005,0.005825,3.4683333333333333,,,,,99.24736842105263
186,Uruguay,Americas,18.240000000000002,23.919999999999998,13.1,7.312,11.544,3.4880000000000004,7.312,11.544,3.4880000000000004,26.91111111111111,30.93333333333333,22.855555555555554,82.42222222222222,,0.417725,0.017175,0.027825,0.0072,5.757894736842106,2.8,,,,99.71111111111111
187,Uzbekistan,Europe,27.0,32.18,22.04,3.604,6.202,1.108,3.604,6.202,1.108,13.466666666666667,25.58888888888889,1.3222222222222222,89.39666666666668,,0.28758333333333336,0.0067,0.009625,0.0038,1.793,,,,,99.97777777777777
188,Vanuatu,Western Pacific,25.080000000000002,28.439999999999998,21.32,1.6920000000000002,2.792,0.58,1.6920000000000002,2.792,0.58,26.5,49.2,3.788888888888889,82.11444444444444,30.26111111111111,0.014083333333333331,0.00565,0.008199999999999999,0.0030499999999999998,6.506666666666667,44.0,,,,86.71666666666665
189,Venezuela (Bolivarian Republic of),Americas,19.14,22.68,15.7,7.640000000000001,12.102,3.2640000000000002,7.640000000000001,12.102,3.2640000000000002,,,,96.18777777777777,,0.1948,0.0055,0.009275,0.0017500000000000003,9.177692307692308,,,,,98.0
190,Viet Nam,Western Pacific,17.880000000000003,24.46,12.059999999999999,5.252000000000001,8.559999999999999,2.116,5.252000000000001,8.559999999999999,2.116,,,,83.97055555555556,86.72538461538461,0.0688,0.0069,0.01035,0.0036,3.1092857142857144,11.4,,,,89.83333333333333
191,Yemen,Eastern Mediterranean,31.78,34.38,29.28,0.2832,0.48840000000000006,0.0752,0.2832,0.48840000000000006,0.0752,23.833333333333332,35.98888888888889,11.666666666666666,40.17166666666667,52.37703703703704,0.034839999999999996,0.008075,0.01085,0.005175,7.134,,,,,38.26666666666667
192,Zambia,Africa,20.02,19.82,20.22,5.362,8.718,2.144,5.362,8.718,2.144,16.288888888888888,27.200000000000003,5.388888888888889,36.503888888888895,14.77125,0.02103,0.00675,0.0097,0.003875,14.578333333333333,26.025,,,,54.25
193,Zimbabwe,Africa,20.78,20.3,21.16,3.75,6.403999999999999,1.3219999999999998,3.75,6.403999999999999,1.3219999999999998,15.255555555555556,28.77777777777778,1.7666666666666666,55.077777777777776,38.86238095238095,0.012852941176470588,0.012325000000000001,0.018975,0.006,10.588,19.825,,,,73.16666666666667
