Year,Date,Home Team,Away Team,Home Score,Away Score,Shootout,Tournament,City,Country,Neutral Venue,Winning Team,first_shooter,Losing Team
2019,2019-01-17,Lebanon,North Korea,4.0,1.0,False,AFC Asian Cup,Sharjah,United Arab Emirates,True,Lebanon,,North Korea
2019,2019-01-17,Saudi Arabia,Qatar,0.0,2.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Qatar,,Saudi Arabia
2019,2019-01-17,Japan,Uzbekistan,2.0,1.0,False,AFC Asian Cup,Al Ain,United Arab Emirates,True,Japan,,Uzbekistan
2019,2019-01-17,Oman,Turkmenistan,3.0,1.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Oman,,Turkmenistan
2019,2019-01-20,Iran,Oman,2.0,0.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Iran,,Oman
2019,2019-01-20,Jordan,Vietnam,1.0,1.0,True,AFC Asian Cup,Dubai,United Arab Emirates,True,Vietnam,,Jordan
2019,2019-01-20,Thailand,China PR,1.0,2.0,False,AFC Asian Cup,Al Ain,United Arab Emirates,True,China PR,,Thailand
2019,2019-01-21,Australia,Uzbekistan,0.0,0.0,True,AFC Asian Cup,Al Ain,United Arab Emirates,True,Australia,,Uzbekistan
2019,2019-01-21,Japan,Saudi Arabia,1.0,0.0,False,AFC Asian Cup,Sharjah,United Arab Emirates,True,Japan,,Saudi Arabia
2019,2019-01-21,United Arab Emirates,Kyrgyzstan,3.0,2.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False,United Arab Emirates,,Kyrgyzstan
2019,2019-01-22,South Korea,Bahrain,2.0,1.0,False,AFC Asian Cup,Dubai,United Arab Emirates,True,South Korea,,Bahrain
2019,2019-01-22,Qatar,Iraq,1.0,0.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Qatar,,Iraq
2019,2019-01-24,China PR,Iran,0.0,3.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Iran,,China PR
2019,2019-01-24,Vietnam,Japan,0.0,1.0,False,AFC Asian Cup,Dubai,United Arab Emirates,True,Japan,,Vietnam
2019,2019-01-25,South Korea,Qatar,0.0,1.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Qatar,,South Korea
2019,2019-01-25,United Arab Emirates,Australia,1.0,0.0,False,AFC Asian Cup,Al Ain,United Arab Emirates,False,United Arab Emirates,,Australia
2019,2019-01-28,Iran,Japan,0.0,3.0,False,AFC Asian Cup,Al Ain,United Arab Emirates,True,Japan,,Iran
2019,2019-01-29,United Arab Emirates,Qatar,0.0,4.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False,Qatar,,United Arab Emirates
2019,2019-02-01,Japan,Qatar,1.0,3.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Qatar,,Japan
2024,2024-01-12,Qatar,Lebanon,3.0,0.0,False,AFC Asian Cup,Lusail,Qatar,False,Qatar,,Lebanon
2024,2024-01-13,China PR,Tajikistan,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
2024,2024-01-13,Australia,India,2.0,0.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Australia,,India
2024,2024-01-13,Uzbekistan,Syria,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
2024,2024-01-14,United Arab Emirates,Hong Kong,3.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,United Arab Emirates,,Hong Kong
2024,2024-01-14,Iran,Palestine,4.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Iran,,Palestine
2024,2024-01-14,Japan,Vietnam,4.0,2.0,False,AFC Asian Cup,Doha,Qatar,True,Japan,,Vietnam
2024,2024-01-15,Indonesia,Iraq,1.0,3.0,False,AFC Asian Cup,Doha,Qatar,True,Iraq,,Indonesia
2024,2024-01-15,South Korea,Bahrain,3.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,South Korea,,Bahrain
2024,2024-01-15,Malaysia,Jordan,0.0,4.0,False,AFC Asian Cup,Al Wakrah,Qatar,True,Jordan,,Malaysia
2024,2024-01-16,Thailand,Kyrgyzstan,2.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Thailand,,Kyrgyzstan
2024,2024-01-16,Saudi Arabia,Oman,2.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Saudi Arabia,,Oman
2024,2024-01-17,Lebanon,China PR,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
2024,2024-01-17,Qatar,Tajikistan,1.0,0.0,False,AFC Asian Cup,Al Khor,Qatar,False,Qatar,,Tajikistan
2024,2024-01-18,Syria,Australia,0.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Australia,,Syria
2024,2024-01-18,India,Uzbekistan,0.0,3.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Uzbekistan,,India
2024,2024-01-18,Palestine,United Arab Emirates,1.0,1.0,False,AFC Asian Cup,Al Wakrah,Qatar,True,Draw,,Draw
2024,2024-01-19,Hong Kong,Iran,0.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Iran,,Hong Kong
2024,2024-01-19,Iraq,Japan,2.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Iraq,,Japan
2024,2024-01-19,Vietnam,Indonesia,0.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Indonesia,,Vietnam
2024,2024-01-20,Jordan,South Korea,2.0,2.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
2024,2024-01-20,Bahrain,Malaysia,1.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Bahrain,,Malaysia
2024,2024-01-21,Oman,Thailand,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
2024,2024-01-21,Kyrgyzstan,Saudi Arabia,0.0,2.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Saudi Arabia,,Kyrgyzstan
2024,2024-01-22,Qatar,China PR,1.0,0.0,False,AFC Asian Cup,Al Rayyan,Qatar,False,Qatar,,China PR
2024,2024-01-22,Tajikistan,Lebanon,2.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Tajikistan,,Lebanon
2024,2024-01-23,Australia,Uzbekistan,1.0,1.0,False,AFC Asian Cup,Al Wakrah,Qatar,True,Draw,,Draw
2024,2024-01-23,Syria,India,1.0,0.0,False,AFC Asian Cup,Al Khor,Qatar,True,Syria,,India
2024,2024-01-23,Hong Kong,Palestine,0.0,3.0,False,AFC Asian Cup,Doha,Qatar,True,Palestine,,Hong Kong
2024,2024-01-23,Iran,United Arab Emirates,2.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Iran,,United Arab Emirates
2024,2024-01-24,Iraq,Vietnam,3.0,2.0,False,AFC Asian Cup,Doha,Qatar,True,Iraq,,Vietnam
2024,2024-01-24,Japan,Indonesia,3.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Japan,,Indonesia
2024,2024-01-25,Jordan,Bahrain,0.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Bahrain,,Jordan
2024,2024-01-25,South Korea,Malaysia,3.0,3.0,False,AFC Asian Cup,Al Wakrah,Qatar,True,Draw,,Draw
2024,2024-01-25,Kyrgyzstan,Oman,1.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
2024,2024-01-25,Saudi Arabia,Thailand,0.0,0.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Draw,,Draw
2024,2024-01-28,Australia,Indonesia,4.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Australia,,Indonesia
2024,2024-01-28,Tajikistan,United Arab Emirates,1.0,1.0,True,AFC Asian Cup,Al Rayyan,Qatar,True,Tajikistan,Tajikistan,United Arab Emirates
2024,2024-01-29,Iraq,Jordan,2.0,3.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Jordan,,Iraq
2024,2024-01-29,Qatar,Palestine,2.0,1.0,False,AFC Asian Cup,Al Khor,Qatar,False,Qatar,,Palestine
2024,2024-01-30,Saudi Arabia,South Korea,1.0,1.0,True,AFC Asian Cup,Al Rayyan,Qatar,True,South Korea,Saudi Arabia,Saudi Arabia
2024,2024-01-30,Uzbekistan,Thailand,2.0,1.0,False,AFC Asian Cup,Al Wakrah,Qatar,True,Uzbekistan,,Thailand
2024,2024-01-31,Bahrain,Japan,1.0,3.0,False,AFC Asian Cup,Doha,Qatar,True,Japan,,Bahrain
2024,2024-01-31,Iran,Syria,1.0,1.0,True,AFC Asian Cup,Doha,Qatar,True,Iran,Iran,Syria
2024,2024-02-02,Australia,South Korea,1.0,2.0,False,AFC Asian Cup,Al Wakrah,Qatar,True,South Korea,,Australia
2024,2024-02-02,Tajikistan,Jordan,0.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Jordan,,Tajikistan
2024,2024-02-03,Iran,Japan,2.0,1.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Iran,,Japan
2024,2024-02-03,Qatar,Uzbekistan,1.0,1.0,True,AFC Asian Cup,Al Khor,Qatar,False,Qatar,Uzbekistan,Uzbekistan
2024,2024-02-06,Jordan,South Korea,2.0,0.0,False,AFC Asian Cup,Al Rayyan,Qatar,True,Jordan,,South Korea
2024,2024-02-07,Qatar,Iran,3.0,2.0,False,AFC Asian Cup,Doha,Qatar,False,Qatar,,Iran
2024,2024-02-10,Qatar,Jordan,3.0,1.0,False,AFC Asian Cup,Lusail,Qatar,False,Qatar,,Jordan
